Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732.00,44521.00,West,Alaska,Anchorage,Men's Athletic Footwear,65.00,300.00,19500.00,6825.00,Outlet
Amazon,1185732.00,44521.00,West,Alaska,Anchorage,Women's Athletic Footwear,65.00,300.00,19500.00,4875.00,Outlet
Foot Locker,1128299.00,44296.00,West,Hawaii,Honolulu,Men's Athletic Footwear,65.00,300.00,19500.00,3900.00,Outlet
Walmart,1128299.00,44479.00,West,Hawaii,Honolulu,Women's Street Footwear,60.00,300.00,18000.00,4500.00,Outlet
Walmart,1128299.00,44479.00,West,Hawaii,Honolulu,Women's Apparel,70.00,300.00,21000.00,8400.00,Outlet
Walmart,1128299.00,44303.00,Southeast,Florida,Orlando,Women's Athletic Footwear,55.00,300.00,16500.00,4950.00,Outlet
Walmart,1128299.00,44425.00,Southeast,Florida,Orlando,Women's Apparel,85.00,300.00,25500.00,11475.00,In-store
Walmart,1128299.00,44457.00,Southeast,Florida,Orlando,Women's Street Footwear,60.00,300.00,18000.00,5400.00,In-store
Walmart,1128299.00,44457.00,Southeast,Florida,Orlando,Women's Apparel,55.00,300.00,16500.00,7425.00,In-store
Foot Locker,1128299.00,44278.00,Southeast,Virginia,Richmond,Women's Apparel,50.00,300.00,15000.00,4500.00,In-store
Foot Locker,1128299.00,44310.00,Southeast,Virginia,Richmond,Women's Apparel,65.00,300.00,19500.00,5850.00,In-store
Foot Locker,1128299.00,44493.00,Southeast,Virginia,Richmond,Men's Apparel,55.00,300.00,16500.00,6600.00,In-store
Foot Locker,1185732.00,44272.00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.00,300.00,10500.00,3675.00,In-store
Foot Locker,1185732.00,44426.00,Midwest,Missouri,St. Louis,Men's Apparel,35.00,300.00,10500.00,3675.00,In-store
Foot Locker,1185732.00,44518.00,Midwest,Missouri,St. Louis,Men's Apparel,45.00,300.00,13500.00,4725.00,In-store
West Gear,1185732.00,44265.00,West,Utah,Salt Lake City,Men's Apparel,40.00,300.00,12000.00,4200.00,In-store
West Gear,1185732.00,44328.00,West,Utah,Salt Lake City,Men's Apparel,40.00,300.00,12000.00,4200.00,In-store
West Gear,1128299.00,44278.00,West,Oregon,Portland,Women's Apparel,50.00,300.00,15000.00,4500.00,In-store
West Gear,1128299.00,44310.00,West,Oregon,Portland,Women's Apparel,65.00,300.00,19500.00,5850.00,In-store
West Gear,1128299.00,44493.00,West,Oregon,Portland,Men's Apparel,55.00,300.00,16500.00,6600.00,In-store
West Gear,1128299.00,44271.00,South,Louisiana,New Orleans,Women's Athletic Footwear,55.00,300.00,16500.00,6600.00,In-store
West Gear,1128299.00,44425.00,South,Louisiana,New Orleans,Women's Apparel,70.00,300.00,21000.00,7350.00,Online
West Gear,1128299.00,44457.00,South,Louisiana,New Orleans,Women's Street Footwear,45.00,300.00,13500.00,5400.00,Online
West Gear,1128299.00,44457.00,South,Louisiana,New Orleans,Women's Apparel,40.00,300.00,12000.00,4200.00,Online
Foot Locker,1128299.00,44309.00,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,300.00,16500.00,6600.00,Online
Foot Locker,1128299.00,44340.00,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,300.00,15000.00,5250.00,Online
Foot Locker,1128299.00,44492.00,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,300.00,13500.00,4725.00,Online
Foot Locker,1128299.00,44523.00,West,Arizona,Phoenix,Men's Apparel,55.00,300.00,16500.00,4950.00,Online
Kohl's,1128299.00,44312.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,300.00,16500.00,5775.00,Online
Kohl's,1128299.00,44373.00,West,New Mexico,Albuquerque,Men's Apparel,60.00,300.00,18000.00,5400.00,Online
Sports Direct,1128299.00,44209.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.00,300.00,12000.00,4800.00,Online
Sports Direct,1128299.00,44482.00,Southeast,Georgia,Atlanta,Men's Apparel,55.00,300.00,16500.00,5775.00,Online
Amazon,1185732.00,44218.00,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.00,300.00,12000.00,4200.00,Online
Amazon,1185732.00,44218.00,Midwest,Ohio,Columbus,Women's Apparel,40.00,300.00,12000.00,4800.00,Online
Amazon,1185732.00,44249.00,Southeast,Kentucky,Louisville,Women's Apparel,40.00,300.00,12000.00,4800.00,Online
Walmart,1197831.00,44335.00,South,Arkansas,Little Rock,Women's Athletic Footwear,35.00,300.00,10500.00,4200.00,Online
West Gear,1197831.00,44335.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.00,300.00,12000.00,4200.00,Online
West Gear,1197831.00,44368.00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.00,300.00,12000.00,4800.00,Online
West Gear,1197831.00,44368.00,South,Oklahoma,Oklahoma City,Men's Apparel,55.00,300.00,16500.00,5775.00,Online
West Gear,1197831.00,44428.00,South,Oklahoma,Oklahoma City,Men's Apparel,50.00,300.00,15000.00,5250.00,Online
Kohl's,1197831.00,44520.00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.00,300.00,16500.00,6600.00,Online
Kohl's,1197831.00,44361.00,Midwest,Kansas,Wichita,Women's Street Footwear,40.00,300.00,12000.00,4200.00,Online
Kohl's,1197831.00,44389.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,45.00,300.00,13500.00,4725.00,Online
Kohl's,1197831.00,44421.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.00,300.00,12000.00,4200.00,Online
Foot Locker,1197831.00,44542.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.00,300.00,18000.00,6300.00,Online
Foot Locker,1197831.00,44542.00,Midwest,Kansas,Wichita,Men's Apparel,70.00,300.00,21000.00,7350.00,Online
Foot Locker,1185732.00,44388.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,300.00,13500.00,4050.00,Online
Foot Locker,1185732.00,44420.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00,300.00,13500.00,4050.00,Online
Sports Direct,1185732.00,44541.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.00,300.00,15000.00,4500.00,Online
Sports Direct,1185732.00,44541.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.00,300.00,19500.00,7800.00,Online
Sports Direct,1185732.00,44385.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.00,300.00,13500.00,4050.00,In-store
Sports Direct,1185732.00,44417.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.00,300.00,13500.00,4050.00,In-store
Foot Locker,1185732.00,44538.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50.00,300.00,15000.00,4500.00,In-store
Foot Locker,1185732.00,44538.00,Midwest,North Dakota,Fargo,Women's Apparel,65.00,300.00,19500.00,7800.00,In-store
Foot Locker,1185732.00,44382.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.00,300.00,13500.00,4725.00,In-store
Foot Locker,1185732.00,44414.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.00,300.00,13500.00,4725.00,In-store
West Gear,1185732.00,44320.00,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.00,300.00,15000.00,6000.00,In-store
West Gear,1185732.00,44379.00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.00,300.00,13500.00,4725.00,In-store
West Gear,1185732.00,44411.00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.00,300.00,13500.00,4725.00,In-store
West Gear,1185732.00,44503.00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.00,300.00,10500.00,3675.00,In-store
West Gear,1185732.00,44503.00,Midwest,Wisconsin,Milwaukee,Women's Apparel,65.00,300.00,19500.00,7800.00,In-store
West Gear,1185732.00,44532.00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50.00,300.00,15000.00,4500.00,In-store
West Gear,1185732.00,44206.00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.00,300.00,10500.00,4200.00,In-store
West Gear,1185732.00,44206.00,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.00,300.00,10500.00,4200.00,In-store
West Gear,1185732.00,44386.00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50.00,300.00,15000.00,6000.00,In-store
West Gear,1185732.00,44418.00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,45.00,300.00,13500.00,5400.00,In-store
West Gear,1185732.00,44539.00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,50.00,300.00,15000.00,5250.00,In-store
West Gear,1185732.00,44539.00,Midwest,Indiana,Indianapolis,Men's Apparel,60.00,300.00,18000.00,5400.00,In-store
West Gear,1185732.00,44213.00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.00,300.00,10500.00,4200.00,In-store
West Gear,1185732.00,44213.00,Midwest,Indiana,Indianapolis,Women's Apparel,35.00,300.00,10500.00,4200.00,In-store
West Gear,1185732.00,44334.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40.00,300.00,12000.00,4800.00,In-store
West Gear,1185732.00,44364.00,Northeast,West Virginia,Charleston,Women's Street Footwear,35.00,300.00,10500.00,4200.00,In-store
West Gear,1185732.00,44393.00,Northeast,West Virginia,Charleston,Men's Apparel,60.00,300.00,18000.00,7200.00,In-store
West Gear,1185732.00,44425.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,45.00,300.00,13500.00,5400.00,In-store
West Gear,1185732.00,44425.00,Northeast,West Virginia,Charleston,Women's Street Footwear,40.00,300.00,12000.00,4800.00,In-store
West Gear,1185732.00,44457.00,Northeast,West Virginia,Charleston,Women's Apparel,40.00,300.00,12000.00,4800.00,In-store
Foot Locker,1185732.00,44486.00,Northeast,West Virginia,Charleston,Women's Apparel,50.00,300.00,15000.00,6000.00,In-store
Foot Locker,1185732.00,44517.00,Northeast,West Virginia,Charleston,Men's Apparel,65.00,300.00,19500.00,7800.00,In-store
Foot Locker,1185732.00,44369.00,Northeast,Maryland,Baltimore,Women's Apparel,55.00,300.00,16500.00,4950.00,In-store
Sports Direct,1185732.00,44429.00,Northeast,Maryland,Baltimore,Women's Apparel,55.00,300.00,16500.00,4950.00,In-store
Foot Locker,1185732.00,44300.00,Northeast,Delaware,Wilmington,Women's Apparel,40.00,300.00,12000.00,4800.00,In-store
Foot Locker,1185732.00,44329.00,Northeast,Delaware,Wilmington,Women's Street Footwear,45.00,300.00,13500.00,5400.00,In-store
Foot Locker,1185732.00,44362.00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.00,300.00,13500.00,5400.00,In-store
Foot Locker,1185732.00,44362.00,Northeast,Delaware,Wilmington,Men's Apparel,55.00,300.00,16500.00,4950.00,In-store
Foot Locker,1185732.00,44390.00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45.00,300.00,13500.00,5400.00,In-store
Foot Locker,1185732.00,44452.00,Northeast,Delaware,Wilmington,Women's Apparel,60.00,300.00,18000.00,7200.00,In-store
Foot Locker,1185732.00,44484.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.00,300.00,16500.00,5775.00,In-store
Kohl's,1185732.00,44484.00,Northeast,Delaware,Wilmington,Women's Apparel,70.00,300.00,21000.00,8400.00,In-store
Kohl's,1185732.00,44514.00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.00,300.00,16500.00,6600.00,In-store
Kohl's,1185732.00,44383.00,Northeast,New Jersey,Newark,Women's Street Footwear,40.00,300.00,12000.00,4800.00,In-store
Kohl's,1185732.00,44415.00,Northeast,New Jersey,Newark,Women's Street Footwear,40.00,300.00,12000.00,4800.00,In-store
Sports Direct,1185732.00,44203.00,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.00,300.00,12000.00,4800.00,In-store
Sports Direct,1185732.00,44203.00,Northeast,New Jersey,Newark,Women's Apparel,40.00,300.00,12000.00,4200.00,In-store
Sports Direct,1185732.00,44232.00,Northeast,Connecticut,Hartford,Women's Apparel,40.00,300.00,12000.00,4200.00,In-store
Sports Direct,1185732.00,44352.00,Northeast,Connecticut,Hartford,Women's Street Footwear,45.00,300.00,13500.00,4050.00,In-store
Sports Direct,1185732.00,44380.00,Northeast,Connecticut,Hartford,Men's Apparel,55.00,300.00,16500.00,4950.00,In-store
Sports Direct,1185732.00,44442.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50.00,300.00,15000.00,6000.00,In-store
Foot Locker,1185732.00,44504.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55.00,300.00,16500.00,6600.00,In-store
Foot Locker,1185732.00,44533.00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55.00,300.00,16500.00,4950.00,In-store
Foot Locker,1185732.00,44533.00,Northeast,Connecticut,Hartford,Men's Apparel,65.00,300.00,19500.00,5850.00,In-store
Foot Locker,1185732.00,44322.00,Northeast,Rhode Island,Providence,Women's Apparel,55.00,300.00,16500.00,6600.00,In-store
Foot Locker,1185732.00,44355.00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.00,300.00,13500.00,4725.00,In-store
Foot Locker,1185732.00,44415.00,Northeast,Rhode Island,Providence,Women's Apparel,55.00,300.00,16500.00,6600.00,In-store
Sports Direct,1185732.00,44536.00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.00,300.00,15000.00,5250.00,In-store
Sports Direct,1185732.00,44268.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.00,300.00,10500.00,2625.00,In-store
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,55.00,300.00,16500.00,4950.00,In-store
Amazon,1185732.00,44543.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55.00,300.00,16500.00,4125.00,In-store
Amazon,1185732.00,44543.00,Northeast,Massachusetts,Boston,Men's Apparel,65.00,300.00,19500.00,4875.00,In-store
Amazon,1185732.00,44297.00,Northeast,Vermont,Burlington,Women's Apparel,45.00,300.00,13500.00,5400.00,In-store
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Women's Street Footwear,50.00,300.00,15000.00,5250.00,In-store
Amazon,1185732.00,44359.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.00,300.00,15000.00,5250.00,In-store
Amazon,1185732.00,44359.00,Northeast,Vermont,Burlington,Men's Apparel,60.00,300.00,18000.00,6300.00,In-store
Amazon,1185732.00,44387.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.00,300.00,15000.00,5250.00,In-store
Amazon,1185732.00,44449.00,Northeast,Vermont,Burlington,Women's Apparel,65.00,300.00,19500.00,7800.00,In-store
Amazon,1185732.00,44481.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.00,300.00,18000.00,8100.00,In-store
West Gear,1185732.00,44481.00,Northeast,Vermont,Burlington,Women's Apparel,75.00,300.00,22500.00,9000.00,In-store
Amazon,1185732.00,44511.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.00,300.00,18000.00,6300.00,In-store
Amazon,1185732.00,44246.00,Northeast,Vermont,Burlington,Women's Street Footwear,40.00,300.00,12000.00,3600.00,In-store
Amazon,1185732.00,44272.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.00,300.00,12000.00,3600.00,In-store
Amazon,1185732.00,44272.00,Northeast,New Hampshire,Manchester,Women's Apparel,50.00,300.00,15000.00,5250.00,In-store
Amazon,1185732.00,44333.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.00,300.00,18000.00,7200.00,In-store
Amazon,1185732.00,44333.00,Northeast,New Hampshire,Manchester,Men's Apparel,65.00,300.00,19500.00,5850.00,In-store
Foot Locker,1185732.00,44488.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.00,300.00,19500.00,7800.00,Outlet
Foot Locker,1185732.00,44488.00,Northeast,New Hampshire,Manchester,Women's Apparel,80.00,300.00,24000.00,8400.00,Outlet
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Men's Apparel,75.00,300.00,22500.00,6750.00,Outlet
Foot Locker,1185732.00,44220.00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.00,300.00,16500.00,5775.00,Outlet
Foot Locker,1185732.00,44220.00,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.00,300.00,13500.00,3375.00,Outlet
Foot Locker,1185732.00,44220.00,Northeast,New Hampshire,Manchester,Women's Apparel,55.00,300.00,16500.00,4950.00,Outlet
Foot Locker,1185732.00,44517.00,Northeast,West Virginia,Charleston,Women's Street Footwear,35.00,295.00,10325.00,4130.00,In-store
Foot Locker,1185732.00,44504.00,Northeast,Connecticut,Hartford,Women's Street Footwear,55.00,295.00,16225.00,4868.00,In-store
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Women's Street Footwear,55.00,295.00,16225.00,4056.00,In-store
Foot Locker,1185732.00,44348.00,West,California,Los Angeles,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,Outlet
Foot Locker,1185732.00,44349.00,West,California,Los Angeles,Women's Street Footwear,35.00,275.00,9625.00,3369.00,Outlet
Foot Locker,1185732.00,44352.00,Midwest,Illinois,Chicago,Women's Apparel,45.00,275.00,12375.00,6188.00,Outlet
Foot Locker,1185732.00,44358.00,Midwest,Illinois,Chicago,Women's Apparel,45.00,275.00,12375.00,6188.00,Outlet
Foot Locker,1185732.00,44540.00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.00,275.00,13750.00,4125.00,Outlet
Foot Locker,1185732.00,44558.00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00,275.00,16500.00,5775.00,Outlet
Foot Locker,1185732.00,43831.00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.00,275.00,20625.00,6188.00,Outlet
West Gear,1128299.00,43841.00,West,Nevada,Las Vegas,Women's Athletic Footwear,45.00,275.00,12375.00,4331.00,Outlet
West Gear,1128299.00,43908.00,West,Nevada,Las Vegas,Women's Athletic Footwear,40.00,275.00,11000.00,3300.00,In-store
West Gear,1128299.00,43914.00,West,Colorado,Denver,Women's Athletic Footwear,40.00,275.00,11000.00,3300.00,In-store
West Gear,1128299.00,43926.00,West,Colorado,Denver,Women's Athletic Footwear,60.00,275.00,16500.00,4950.00,In-store
West Gear,1128299.00,43932.00,West,Colorado,Denver,Women's Athletic Footwear,60.00,275.00,16500.00,7425.00,In-store
Foot Locker,1185732.00,44188.00,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.00,275.00,12375.00,3713.00,Outlet
Foot Locker,1185732.00,44192.00,Midwest,Minnesota,Minneapolis,Women's Apparel,60.00,275.00,16500.00,7425.00,Outlet
Kohl's,1189833.00,44197.00,Midwest,Montana,Billings,Men's Apparel,50.00,275.00,13750.00,8250.00,Outlet
Sports Direct,1197831.00,44275.00,South,Tennessee,Knoxville,Men's Apparel,40.00,275.00,11000.00,3300.00,Outlet
Sports Direct,1197831.00,44281.00,South,Tennessee,Knoxville,Men's Apparel,40.00,275.00,11000.00,3850.00,Outlet
Foot Locker,1185732.00,44380.00,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,Outlet
Foot Locker,1185732.00,44384.00,Midwest,Nebraska,Omaha,Women's Apparel,45.00,275.00,12375.00,6188.00,Outlet
Amazon,1185732.00,44510.00,Northeast,Maine,Portland,Women's Apparel,60.00,275.00,16500.00,6600.00,Outlet
Amazon,1185732.00,44512.00,Northeast,Maine,Portland,Men's Athletic Footwear,50.00,275.00,13750.00,4813.00,Outlet
Amazon,1185732.00,44547.00,Northeast,Maine,Portland,Men's Athletic Footwear,55.00,275.00,15125.00,5294.00,Outlet
Amazon,1185732.00,44249.00,West,Alaska,Anchorage,Women's Street Footwear,45.00,275.00,12375.00,3094.00,Outlet
Amazon,1185732.00,44275.00,West,Alaska,Anchorage,Women's Street Footwear,45.00,275.00,12375.00,3094.00,Outlet
Amazon,1185732.00,44275.00,West,Alaska,Anchorage,Women's Apparel,55.00,275.00,15125.00,4538.00,Outlet
Amazon,1185732.00,44336.00,West,Alaska,Anchorage,Men's Athletic Footwear,60.00,275.00,16500.00,5775.00,Outlet
Amazon,1185732.00,44336.00,West,Alaska,Anchorage,Men's Apparel,65.00,275.00,17875.00,4469.00,Outlet
Amazon,1185732.00,44491.00,West,Alaska,Anchorage,Men's Athletic Footwear,65.00,275.00,17875.00,6256.00,Outlet
Amazon,1185732.00,44491.00,West,Alaska,Anchorage,Women's Apparel,80.00,275.00,22000.00,6600.00,Outlet
Amazon,1185732.00,44521.00,West,Alaska,Anchorage,Men's Apparel,75.00,275.00,20625.00,5156.00,Outlet
Foot Locker,1128299.00,44264.00,West,Hawaii,Honolulu,Women's Athletic Footwear,55.00,275.00,15125.00,3781.00,Outlet
Foot Locker,1128299.00,44327.00,West,Hawaii,Honolulu,Women's Athletic Footwear,55.00,275.00,15125.00,3781.00,Outlet
Walmart,1128299.00,44479.00,West,Hawaii,Honolulu,Women's Athletic Footwear,55.00,275.00,15125.00,3781.00,Outlet
Sports Direct,1128299.00,44213.00,West,Hawaii,Honolulu,Women's Athletic Footwear,50.00,275.00,13750.00,4125.00,Outlet
Sports Direct,1128299.00,44244.00,Southeast,Florida,Orlando,Women's Athletic Footwear,50.00,275.00,13750.00,4125.00,Outlet
Walmart,1128299.00,44457.00,Southeast,Florida,Orlando,Men's Apparel,70.00,275.00,19250.00,3850.00,In-store
Foot Locker,1128299.00,44310.00,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.00,275.00,16500.00,5775.00,In-store
Foot Locker,1128299.00,44341.00,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.00,275.00,13750.00,4813.00,In-store
West Gear,1185732.00,44297.00,West,Utah,Salt Lake City,Men's Apparel,35.00,275.00,9625.00,3369.00,In-store
West Gear,1128299.00,44310.00,West,Oregon,Portland,Men's Athletic Footwear,60.00,275.00,16500.00,5775.00,In-store
West Gear,1128299.00,44341.00,West,Oregon,Portland,Women's Athletic Footwear,50.00,275.00,13750.00,4813.00,In-store
West Gear,1128299.00,44303.00,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,275.00,11000.00,4400.00,In-store
West Gear,1128299.00,44457.00,South,Louisiana,New Orleans,Men's Apparel,55.00,275.00,15125.00,6806.00,Online
West Gear,1197831.00,44291.00,West,Idaho,Boise,Men's Apparel,35.00,275.00,9625.00,2888.00,Online
Foot Locker,1128299.00,44219.00,West,Idaho,Boise,Women's Athletic Footwear,40.00,275.00,11000.00,3850.00,Online
Foot Locker,1128299.00,44492.00,West,Arizona,Phoenix,Men's Apparel,55.00,275.00,15125.00,4538.00,Online
Kohl's,1128299.00,44222.00,West,Arizona,Phoenix,Men's Apparel,50.00,275.00,13750.00,4125.00,Online
Kohl's,1128299.00,44253.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,275.00,12375.00,4331.00,Online
Kohl's,1128299.00,44280.00,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,275.00,15125.00,5294.00,Online
Sports Direct,1128299.00,44299.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.00,275.00,13750.00,5500.00,Online
Sports Direct,1128299.00,44360.00,Southeast,Georgia,Atlanta,Men's Apparel,55.00,275.00,15125.00,5294.00,Online
Amazon,1185732.00,44339.00,Southeast,Kentucky,Louisville,Women's Apparel,55.00,275.00,15125.00,6050.00,Online
Amazon,1185732.00,44369.00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35.00,275.00,9625.00,3369.00,Online
Amazon,1185732.00,44398.00,Southeast,Kentucky,Louisville,Women's Street Footwear,40.00,275.00,11000.00,4400.00,Online
Amazon,1185732.00,44430.00,Southeast,Kentucky,Louisville,Women's Street Footwear,40.00,275.00,11000.00,4400.00,Online
Amazon,1185732.00,44462.00,Southeast,Kentucky,Louisville,Women's Apparel,50.00,275.00,13750.00,5500.00,Online
Amazon,1185732.00,44491.00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00,275.00,12375.00,4331.00,Online
Amazon,1185732.00,44491.00,Southeast,Kentucky,Louisville,Women's Apparel,55.00,275.00,15125.00,6050.00,Online
Amazon,1185732.00,44522.00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.00,275.00,11000.00,3850.00,Online
Foot Locker,1185732.00,44522.00,Southeast,Kentucky,Louisville,Women's Apparel,70.00,275.00,19250.00,7700.00,Online
Foot Locker,1185732.00,44551.00,Southeast,Kentucky,Louisville,Women's Street Footwear,55.00,275.00,15125.00,6050.00,Online
West Gear,1197831.00,44219.00,South,Arkansas,Little Rock,Men's Apparel,35.00,275.00,9625.00,3369.00,Online
West Gear,1197831.00,44335.00,South,Oklahoma,Oklahoma City,Women's Street Footwear,35.00,275.00,9625.00,3850.00,Online
Kohl's,1197831.00,44520.00,South,Oklahoma,Oklahoma City,Men's Apparel,75.00,275.00,20625.00,7219.00,Online
Kohl's,1197831.00,44328.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,275.00,11000.00,3850.00,Online
Kohl's,1197831.00,44361.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.00,275.00,11000.00,3850.00,Online
Kohl's,1197831.00,44361.00,Midwest,Kansas,Wichita,Men's Apparel,55.00,275.00,15125.00,5294.00,Online
Kohl's,1197831.00,44421.00,Midwest,Kansas,Wichita,Men's Apparel,50.00,275.00,13750.00,4813.00,Online
Foot Locker,1197831.00,44513.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.00,275.00,15125.00,5294.00,Online
Foot Locker,1185732.00,44208.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,275.00,11000.00,3300.00,Online
Foot Locker,1185732.00,44208.00,Midwest,Kansas,Wichita,Women's Apparel,40.00,275.00,11000.00,4400.00,Online
Foot Locker,1185732.00,44239.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275.00,9625.00,3850.00,Online
Foot Locker,1185732.00,44452.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00,275.00,11000.00,3300.00,Online
Sports Direct,1185732.00,44205.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.00,275.00,9625.00,2888.00,Online
Sports Direct,1185732.00,44205.00,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275.00,9625.00,3850.00,Online
Sports Direct,1185732.00,44449.00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35.00,275.00,9625.00,2888.00,In-store
Foot Locker,1185732.00,44323.00,Midwest,Iowa,Des Moines,Women's Apparel,50.00,275.00,13750.00,5500.00,In-store
West Gear,1185732.00,44506.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.00,275.00,9625.00,3369.00,In-store
West Gear,1185732.00,44506.00,Midwest,Iowa,Des Moines,Women's Apparel,65.00,275.00,17875.00,7150.00,In-store
West Gear,1185732.00,44535.00,Midwest,Iowa,Des Moines,Women's Street Footwear,50.00,275.00,13750.00,4125.00,In-store
West Gear,1185732.00,44296.00,Midwest,Indiana,Indianapolis,Women's Apparel,50.00,275.00,13750.00,5500.00,In-store
West Gear,1185732.00,44479.00,Midwest,Indiana,Indianapolis,Women's Apparel,50.00,275.00,13750.00,5500.00,In-store
West Gear,1185732.00,44510.00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.00,275.00,9625.00,3369.00,In-store
West Gear,1185732.00,44334.00,Northeast,West Virginia,Charleston,Women's Street Footwear,35.00,275.00,9625.00,3850.00,In-store
West Gear,1185732.00,44364.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.00,275.00,9625.00,3850.00,In-store
